company_name,website,sector,contact_name,email,linkedin,location,employee_count,source,ai_score,ai_reason,tag,phone,google_rating,place_id,search_town,category,enrichment_source,enrichment_status,ai_enriched,email_guessed,contact_verified,generic_email,contact_names,personal_email_guesses,contact_titles,multiple_contacts,principal_name,principal_email_guess,facebook_url,contact_email,team_email_guesses,email_type,name_review_needed,missing_email,website_verified,data_score,enrichment_attempts,confidence_score,refinement_notes,contact_source,last_enriched_date,mailshot_category,missing_name_final,data_quality
Weyshot Dental Laboratory,http://www.weyshotdentallaboratory.co.uk/,General Wellness,,,,"6 Linchmere Rd, Haslemere GU27 3QF, UK",,,4,Dental laboratory services are not client-facing and do not require a professional space for consultations.,clinic-target,01428 658249,5/5 (1 reviews),,,unit8,website,missing_name,,,,info@weyshotdentallaboratory.co.uk,,,,,,,,,,,,,,,,,,,,,,
Priory Hospital Mildmay Oaks,https://www.priorygroup.com/locations/nhs/priory-hospital-mildmay-oaks?utm_source=google_my_business&utm_medium=organic&utm_campaign=nhs&utm_content=priory-hospital-mildmay-oaks,Mental Health,,,https://uk.linkedin.com/company/priory,"Winchfield, Hook RG27 8BS, UK",,,1,NHS or public sector clinic,clinic-target,01252 845826,3.8/5 (4 reviews),,,unit8,not_found,incomplete,,,,info@priorygroup.com,,,,,,,,,,,,,,,,,,,,,,
"Neurofeedback - Neurointegra Ash, Guildford",http://www.neurointegra.co.uk/,Mental Health,,,,"4A High St, Bramley, Guildford GU5 0HB",,,8,Suitable for client-facing health practices focusing on mental wellness,wellness,01252 433993,5/5 (11 reviews),,,unit8,website,missing_name,,,,info@neurointegra.co.uk,,,,,,,,,,,,,,,,,,,,,,
Seventy9 Sports Therapy,https://seventy9sportstherapy.co.uk/,Massage Therapy,,,https://www.linkedin.com/company/seventy9-sports-therapy/,"Worplesdon, Guildford GU3 3PE, UK",,,9,"Massage therapy requires a quiet, professional space for client interactions.",wellness,07725 469947,4.9/5 (44 reviews),,,unit8,companies_house,incomplete,,,false,info@seventy9sportstherapy.co.uk,,what.do@seventy9sportstherapy.co.uk | w.do@seventy9sportstherapy.co.uk | what@seventy9sportstherapy.co.uk | do@seventy9sportstherapy.co.uk | what_do@seventy9sportstherapy.co.uk | whatdo@seventy9sportstherapy.co.uk | whatd@seventy9sportstherapy.co.uk | wd@seventy9sportstherapy.co.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:What We Do; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
The Hurtwood Physio,https://www.thehurtwoodphysio.co.uk/,Physiotherapy,,,,"Holmbury St Mary, Dorking RH5 6LG, UK",,,9,"Physiotherapy requires clinical space, making it highly suitable for Unit 8.",clinic-target,07799 563604,5/5 (23 reviews),,,unit8,website,missing_name,,,,info@thehurtwoodphysio.co.uk,,,,,,,,,,,,,,,,,,,,,,
Physiotherapist - Private GP Clinic,https://www.privategpclinic.co.uk/services-physiotherapy/,Physiotherapy,,,,"Sunningdale, Ascot SL5 0DP, UK",,,10,Requires clinical space for client-facing services,clinic-target,01344 624020,5/5 (4 reviews),,,unit8,companies_house,incomplete,,,false,info@privategpclinic.co.uk,Victoria Road,victoria.road@privategpclinic.co.uk; v.road@privategpclinic.co.uk; victoriar@privategpclinic.co.uk; vr@privategpclinic.co.uk; road@privategpclinic.co.uk; victoria@privategpclinic.co.uk; victoria_road@privategpclinic.co.uk; victoriaroad@privategpclinic.co.uk,,FALSE,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Victoria Road; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
The Aim Clinic,http://aimclinic.co.uk/,General Wellness,,,,"Oakhanger, Bordon GU35 9BF, UK",,,9,"The Aim Clinic focuses on health and wellness, making it suitable for client-facing practices in a professional space.",clinic-target,01420 479502,5/5 (5 reviews),,,unit8,website,missing_name,,,,info@aimclinic.co.uk,,,,,,,,,,,,,,,,,,,,,,
The Downland Practice - Compton,http://www.downlandpractice.nhs.uk/,General Wellness,,,,"High St, Compton, Newbury RG20 6NJ",,,1,"NHS or public sector clinic, not suitable for a small professional space.",clinic-target,01635 248251,5/5 (3 reviews),,,unit8,website,missing_name,,,,info@downlandpractice.nhs.uk,,,,,,,,,,,,,,,,,,,,,,
Compleet Feet Podiatry,http://www.compleetfeet.co.uk/,Complete foot health podiatry clinics. Clinics in Alton + Westbourne. Simple to complex foot care. All age groups. HCPC registered.,,,,"5a Normandy St, Alton GU34 1DD, UK",,,9,Podiatry requires a clinical space for client consultations and treatments.,clinic-target,01420 89600,4.5/5 (40 reviews),,,unit8,companies_house,incomplete,,,false,info@compleetfeet.co.uk,,podiatrist.katrina@compleetfeet.co.uk | p.katrina@compleetfeet.co.uk | podiatrist@compleetfeet.co.uk | katrina@compleetfeet.co.uk | podiatrist_katrina@compleetfeet.co.uk | podiatristkatrina@compleetfeet.co.uk | podiatristk@compleetfeet.co.uk | pk@compleetfeet.co.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Podiatrist Katrina; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Berkshire Podiatry,https://www.berkshirepodiatry.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8266343908418034127,General Wellness,,,https://www.linkedin.com/in/manal-oulad-08178298/,"Scours Ln, Reading RG30 6AY, UK",,,8,"Berkshire Podiatry is a health clinic that requires clinical space for podiatry services, making it highly suitable for Unit 8.",clinic-target,07340 603598,5/5 (50 reviews),,,unit8,website,missing_name,,,,info@berkshirepodiatry.co.uk,,,,,,,,,,,,,,,,,,,,,,
Reading Community Mental Health Team,https://www.berkshirehealthcare.nhs.uk/our-services/mental-health-and-wellbeing/berkshire-mental-health-service/,General Wellness,,,https://uk.linkedin.com/company/berkshire-healthcare-nhs-foundation-trust,"Honey End Ln, Reading RG30 4EL, UK",,,1,"NHS public sector clinic, not suitable for private practice space",clinic-target,0118 960 5612,1.5/5 (11 reviews),,,unit8,website,missing_name,,,,info@berkshirehealthcare.nhs.uk,,,,,,,,,,,,,,,,,,,,,,
Thornford Park | Elysium Healthcare,http://www.elysiumhealthcare.co.uk/locations/thornford-park/,General Wellness,,,https://www.linkedin.com/company/elysium-healthcare,"Crookham Hill, Thatcham RG19 8ET, UK",,,4,Large healthcare facility likely to outgrow the space,clinic-target,01635 860072,2.9/5 (14 reviews),,,unit8,website,missing_name,,,,info@elysiumhealthcare.co.uk,Victoria Gardens,victoria.gardens@elysiumhealthcare.co.uk; v.gardens@elysiumhealthcare.co.uk; victoriag@elysiumhealthcare.co.uk; vg@elysiumhealthcare.co.uk; gardens@elysiumhealthcare.co.uk; victoria@elysiumhealthcare.co.uk; victoria_gardens@elysiumhealthcare.co.uk; victoriagardens@elysiumhealthcare.co.uk,,FALSE,,,,,,,,,,,,,,,,,,
Community Mental Health Recovery Service,https://www.sabp.nhs.uk/our-services/mental-health/community-services,Mental Health,,,http://www.linkedin.com/company/nhs-surrey-and-borders-partnership,"Curfew Bell Rd, Chertsey KT16 9FG, UK",,,1,NHS public sector clinic not suitable for Unit 8,clinic-target,01932 587060,,,,unit8,not_found,incomplete,,,,info@sabp.nhs.uk,,,,,,,,,,,,,,,,,,,,,,
Potters Bar Clinic | Elysium Healthcare,http://www.elysiumhealthcare.co.uk/locations/potters-bar-clinic/,General Wellness,,,https://www.linkedin.com/company/elysium-healthcare,"190 Barnet Rd, Potters Bar EN6 2SE, UK",,,1,Large clinic likely to outgrow the space,clinic-target,01707 858585,2.5/5 (35 reviews),,,unit8,website,missing_name,,,,info@elysiumhealthcare.co.uk,Victoria Gardens,victoria.gardens@elysiumhealthcare.co.uk; v.gardens@elysiumhealthcare.co.uk; victoriag@elysiumhealthcare.co.uk; vg@elysiumhealthcare.co.uk; gardens@elysiumhealthcare.co.uk; victoria@elysiumhealthcare.co.uk; victoria_gardens@elysiumhealthcare.co.uk; victoriagardens@elysiumhealthcare.co.uk,,FALSE,,,,,,,,,,,,,,,,,,
Prospect Park Hospital - Berkshire Healthcare,https://www.berkshirehealthcare.nhs.uk/our-sites/reading/prospect-park-hospital/,NHS Clinic,,,https://uk.linkedin.com/company/berkshire-healthcare-nhs-foundation-trust,"Tilehurst, Reading RG30 4EJ, UK",,,1,"NHS public sector clinic, not suitable for small professional space",clinic-target,0118 960 5000,2.8/5 (64 reviews),,,unit8,companies_house,incomplete,,,false,info@berkshirehealthcare.nhs.uk,,prospect.park@berkshirehealthcare.nhs.uk | p.park@berkshirehealthcare.nhs.uk | prospect@berkshirehealthcare.nhs.uk | park@berkshirehealthcare.nhs.uk | prospect_park@berkshirehealthcare.nhs.uk | prospectpark@berkshirehealthcare.nhs.uk | prospectp@berkshirehealthcare.nhs.uk | pp@berkshirehealthcare.nhs.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Prospect Park; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Compton Family Mental Health,https://locator.lacounty.gov/dmh/Location/3180942/compton-mental-health-center1938,Mental Health,,,,"921 E Compton Blvd, Compton",,,4,"Large public sector clinic, not suitable for a small professional space",clinic-target,(310) 668-6800,5/5 (2 reviews),,,unit8,not_found,incomplete,,,,info@locator.lacounty.gov,,,,,,,,,,,,,,,,,,,,,,
Adoption Counselling UK,http://www.adoptioncounsellinguk.com/,Counselling,,,,"Odiham, Hook RG29 1JE, UK",,,9,"Adoption Counselling UK provides therapeutic services, making it highly suitable for a client-facing health/wellness practice.",wellness,07852 325637,,,,unit8,not_found,incomplete,,,,info@adoptioncounsellinguk.com,,,,,,,,,,,,,,,,,,,,,,
Poise Pilates Surrey,https://www.poisepilatessurrey.co.uk/,Yoga/Pilates,,,,"London Rd, Windlesham GU20 6LL, UK",,,7,Small pilates studio suitable for client-facing wellness practices,wellness,07935 299139,5/5 (27 reviews),,,unit8,website,missing_name,,,,info@poisepilatessurrey.co.uk,,,,,,,,,,,,,,,,,,,,,,
Spring Back Pilates,http://www.springbackpilates.com/,Yoga/Pilates,,,,"Great Bookham, Leatherhead KT23 3BB, UK",,,8,Small pilates studio fits well in a client-facing health/wellness space,wellness,07950 956005,5/5 (16 reviews),,,unit8,website,missing_name,,,,info@springbackpilates.com,,,,,,,,,,,,,,,,,,,,,,
"ReGained Movement - Pilates, NeuroKinetic Therapy & Movement Therapy",http://www.regainedmovement.com/,Physiotherapy,,,,"Great Bookham, Leatherhead KT23 3PX, UK",,,8,Small professional space ideal for client-facing wellness practices like Pilates and movement therapy.,wellness,,5/5 (13 reviews),,,unit8,not_found,incomplete,,,,info@regainedmovement.com,,,,,,,,,,,,,,,,,,,,,,
Principle 6 Pilates,http://www.principle6pilates.com/,Yoga/Pilates,,,,"Great Bookham, Leatherhead KT23 4BT, UK",,,7,Small pilates studio suitable for client-facing wellness practices,wellness,07709 400419,5/5 (22 reviews),,,unit8,website,missing_name,,,,info@principle6pilates.com,,,,,,,,,,,,,,,,,,,,,,
Perfectly Balanced Pilates and Sports Massage,https://perfectlybalancedpilates.co.uk/,Massage Therapy,,,,"25 Athoke Croft, Hook RG27 9UE, UK",,,9,Massage therapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,07974 954941,5/5 (4 reviews),,,unit8,openai,incomplete,,,,info@perfectlybalancedpilates.co.uk,,,,,,,,,,,,,,,,,,,,,,
My Ashram Yoga,http://www.myashramyoga.com/,Yoga Studio,,,,"Pirbright, Woking GU24 0NG, UK",,,8,Small pilates/yoga studio suitable for client-facing wellness practices,wellness,07751 496291,5/5 (58 reviews),,,unit8,companies_house,incomplete,,,false,info@myashramyoga.com,,my.ashram@myashramyoga.com | m.ashram@myashramyoga.com | my@myashramyoga.com | ashram@myashramyoga.com | my_ashram@myashramyoga.com | myashram@myashramyoga.com | mya@myashramyoga.com | ma@myashramyoga.com,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:My Ashram; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
House of Kundalini,http://www.houseofkundalini.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11829737463615257338,General Wellness,,,,"Frensham, Farnham GU10 3EF, UK",,,8,Small yoga studio suitable for client-facing wellness practices,wellness,07787 425866,5/5 (24 reviews),,,unit8,not_found,incomplete,,,,info@houseofkundalini.com,,,,,,,,,,,,,,,,,,,,,,
Swami Satvikananda Saraswati,https://www.satvikananda.com/,Mental Health,,,,"Ottershaw, Chertsey KT16 0QF, UK",,,9,"Small yoga studio fits well in a quiet, professional space for client-facing classes.",wellness,01932 872587,5/5 (2 reviews),,,unit8,website,missing_name,,,,info@mysite.com,,,,,,,,,,,,,,,,,,,,,,
Head to Toe Healing,https://www.headtotoebeautybyrachel.co.uk/,Massage Therapy,,,,"Cholsey, Wallingford OX10 9LB, UK",,,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,07931 624207,5/5 (28 reviews),,,unit8,website,missing_name,,,,info@headtotoebeautybyrachel.co.uk,,,,,,,,,,,,,,,,,,,,,,
Kinetic Therapies,https://www.kinetictherapies.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website,Massage Therapy,,,https://uk.linkedin.com/in/kinetic-therapies-a82aa2205,"Finchampstead, Wokingham RG40 4LS, UK",,,9,"Massage therapy requires a quiet, professional space for client treatments.",wellness,07503 083026,5/5 (46 reviews),,,unit8,website,missing_name,,,,info@kinetictherapies.co.uk,,,,,,,,,,,,,,,,,,,,,,
Surrey Sensual Massage,https://www.surreysensualmassage.com/,Massage Therapy,,,,"Frimley, Camberley GU16 7JD, UK",,,8,Massage therapy is a client-facing health practice suitable for the professional space.,wellness,,5/5 (2 reviews),,,unit8,website,missing_name,,,,info@surreysensualmassage.com,,,,,,,,,,,,,,,,,,,,,,
Berkshire Massage Therapy,http://www.berkshiremassagetherapy.co.uk/,Massage Therapy,,,,"Finchampstead, Wokingham RG40 4HN, UK",,,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,07771 924981,5/5 (6 reviews),,,unit8,website,missing_name,,false,,info@berkshiremassagetherapy.co.uk,,,,,,,,,,,,,,,,,,,,,,
KJC Massage and Exercise Therapy,https://m.facebook.com/kjcmassageandexercisetherapy/,Massage Therapy,,,,"25 Compton Ave, Tilehurst",,,9,Massage therapy requires a quiet and professional space for client consultations and treatments.,"wellness,facebook-only,facebook-only",07976 737064,5/5 (40 reviews),,,unit8,not_found,incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,
HolisticHealing.Rocks,http://www.holistichealing.rocks/,Massage Therapy,,,,"Wild Herons, Hook RG27 9SF, UK",,,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,07775 901137,5/5 (37 reviews),,,unit8,website,missing_name,,,,info@holistichealing.rocks,,,,,,,,,,,,,,,,,,,,,,
The Funky Healer,https://thefunkyhealer.co.uk/,Physiotherapy,,,,"Hemdean Rd, Reading RG4 7ST, UK",,,9,"Physiotherapy requires a clinical space, making it highly suitable for Unit 8.",clinic-target,07920 715733,5/5 (53 reviews),,,unit8,website,missing_name,,,,info@thefunkyhealer.co.uk,,,,,,,,,,,,,,,,,,,,,,
Nutritional Benefits,http://www.nutritionalbenefits.co.uk/,Nutrition,,,http://uk.linkedin.com/in/lauradelaharpe,"Greenham, Thatcham RG19 8SH, UK",,,6,"Currently home-based looking to upgrade, suitable for client-facing consultations",wellness,07818 412568,5/5 (9 reviews),,,unit8,website,missing_name,,false,,info@nutritionalbenefits.co.uk,,,,,,,,,,,,,,,,,,,,,,
NKC Nutrition - Diabetes Specialist Dietitian (online appointments),http://nkc-nutrition.com/,Nutritionist,,,,"7 Pinkerton Place, London SW16 1QS, UK",,,5,"Currently home-based and looking to upgrade, but primarily offers online appointments",wellness,07525 939175,5/5 (12 reviews),,,unit8,not_found,incomplete,,,,info@nkc-nutrition.com,,,,,,,,,,,,,,,,,,,,,,
Healthy and Confident,http://healthyandconfident.co.uk/?utm_source=gmb&utm_medium=referral,Nutrition,,,,"Farnborough GU14 7JG, UK",,,6,Wellness-focused but may not require clinical space,wellness,07876 565263,5/5 (12 reviews),,,unit8,website,missing_name,,,,info@healthyandconfident.co.uk,,,,,,,,,,,,,,,,,,,,,,
The Runnymede Hospital,https://www.circlehealthgroup.co.uk/hospitals/the-runnymede-hospital?utm_source=google&utm_medium=googlelocal&utm_campaign=bmirunnymede,Physiotherapy,,,https://www.linkedin.com/company/circlehealthgroup,"Guildford Rd, Ottershaw",,,2,"Large hospital facility, not suitable for a small professional space.",clinic-target,01932 877800,4.8/5 (860 reviews),,,unit8,website,incomplete,,,false,info@circlehealthgroup.co.uk,Margaret Hospital,margaret.hospital@circlehealthgroup.co.uk; m.hospital@circlehealthgroup.co.uk; margareth@circlehealthgroup.co.uk; mh@circlehealthgroup.co.uk; hospital@circlehealthgroup.co.uk; margaret@circlehealthgroup.co.uk; margaret_hospital@circlehealthgroup.co.uk; margarethospital@circlehealthgroup.co.uk,,FALSE,,,,,,generic,,,,,,2,cleanup_fake_removed:Runnymede Hospital; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Amplifon Hearing Centre Bramley,https://www.amplifon.com/uk,General Wellness,,,,"12-13 High St, Bramley, Guildford GU5 0HF",,,6,Health clinic suitable for client-facing services but may require more space for equipment and consultations.,clinic-target,01483 892958,4.6/5 (7 reviews),,,unit8,not_found,incomplete,,,,info@amplifon.com,,,,,,,,,,,,,,,,,,,,,,
Pace Pilates & Sports Massage,http://www.pacepilates.co.uk/,Massage Therapy,,,,"13 Birtley Rd, Bramley, Guildford GU5 0JQ",,,9,Ideal for client-facing massage therapy in a quiet professional space,wellness,07535 623989,,,,unit8,not_found,missing_name,,,,info@pacepilates.co.uk,,,,,,,,,,,,,,,,,,,,,,
"mydentist, Bramley Shopping Centre, Leeds",https://www.mydentist.co.uk/dentists/practices/bramley-shopping-centre-bramley-leeds?pid=20294&utm_source=google&utm_medium=local&utm_content=20294&utm_campaign=my-business,General Wellness,,,https://uk.linkedin.com/company/mydentistuk,"Bramley Shopping Centre, Units 26-29",,,4,"Large dental practice in a retail location, not suitable for small professional space.",clinic-target,0113 256 5513,4/5 (175 reviews),,,unit8,not_found,incomplete,,,,info@mydentist.co.uk,,,,,,,,,,,,,,,,,,,,,,
Julee Yoga,http://www.juleeyoga.com/,Yoga/Pilates,,,,"Chilworth, Guildford GU4 8LZ, UK",,,7,Suitable for small group classes in a quiet space,wellness,,5/5 (16 reviews),,,unit8,companies_house,incomplete,,,false,info@juleeyoga.com,,simon.park@juleeyoga.com | s.park@juleeyoga.com | simon@juleeyoga.com | park@juleeyoga.com | simon_park@juleeyoga.com | simonpark@juleeyoga.com | simonp@juleeyoga.com | sp@juleeyoga.com,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Simon Park; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Psychiatrist For Children,https://psychiatristforchildren.co.uk/,Mental Health,,,,"Mill Ln, Guildford GU1 3TZ, UK",,,9,Suitable for client-facing mental health practice in a quiet space,clinic-target,07496 345968,5/5 (12 reviews),,,unit8,website,missing_name,,,,info@psychiatristforchildren.co.uk,,,,,,,,,,,,,,,,,,,,,,
Epsom Downs Clinic,http://www.epsomdownsclinic.com/,General Wellness,,,,"128 Great Tattenhams, Epsom KT18 5SE, UK",,,9,Health clinic suitable for client-facing health practices,clinic-target,01737 353660,5/5 (6 reviews),,,unit8,website,missing_name,,,,info@epsomdownsclinic.com,,,,,,,,,,,,,,,,,,,,,,
The Podiatry & Foot Care Clinic,https://www.thepodiatryandfootcareclinic.co.uk/,General Wellness,,,,"5 Dower Ave, Wallington SM6 0RG, UK",,,9,Requires clinical space for client consultations and treatments.,clinic-target,07739 415238,5/5 (6 reviews),,,unit8,website,missing_name,,,,info@thepodiatryandfootcareclinic.co.uk,,,,,,,,,,,,,,,,,,,,,,
StaceyPritchard-Hypnotherapy,http://wwwstaceypritchard-hypnotherapy.com/,Hypnotherapy,,,,"30 The Gallop, Yateley GU46 7SG, UK",,,8,Hypnotherapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,07828 103087,5/5 (3 reviews),,,unit8,not_found,incomplete,,,,info@wwwstaceypritchard-hypnotherapy.com,,,,,,,,,,,,,,,,,,,,,,
Corpus Mentis Clinical Hypnotherapy,https://www.corpus-mentis-clinical-hypnotherapy.co.uk/,Mental Health,,,,"31 Castle St, Reading RG1 7SB, UK",,,9,"Clinical hypnotherapy requires a quiet, professional space for client sessions.",wellness,07888 679650,5/5 (4 reviews),,,unit8,website,missing_name,,,,info@corpus-mentis-clinical-hypnotherapy.co.uk,,,,,,,,,,,,,,,,,,,,,,
Mid Surrey Hypnotherapy,https://www.hypno-surrey.com/,Hypnotherapy,,,,"Great Bookham, Leatherhead KT23 3AU, UK",,,8,Hypnotherapy is a client-facing health practice that fits well in a professional space.,wellness,07527 420151,5/5 (4 reviews),,,unit8,not_found,incomplete,,,,info@hypno-surrey.com,,,,,,,,,,,,,,,,,,,,,,
Pangbourne Nutrition,https://www.facebook.com/profile.php?id=100082812442581,Nutrition,,,,"Pangbourne, Reading RG8 7JW, UK",,,6,Currently home-based looking to upgrade to a professional space,"wellness,facebook-only,facebook-only",07470 417119,5/5 (1 reviews),,,unit8,not_found,incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,
London Road Physio and Pilates,http://www.londonroadtherapy.co.uk/,Physiotherapy,,,,"15 London Rd, Hindhead GU26 6AB, UK",,,9,"Physiotherapy requires a clinical space, making it highly suitable for Unit 8.",clinic-target,01428 748748,5/5 (5 reviews),,,unit8,not_found,incomplete,,,,info@londonroadtherapy.co.uk,,,,,,,,,,,,,,,,,,,,,,
"Tree Space bespoke Retreat, Surrey",http://www.tree-space.co.uk/,General Wellness,,,,"Hindhead Rd, Hindhead GU26 6AY",,,6,Wellness-focused but may require larger space for retreat activities,wellness,07597 553350,5/5 (13 reviews),,,unit8,website,missing_name,,,,info@tree-space.co.uk,,,,,,,,,,,,,,,,,,,,,,
Hindhead Place Care Home,https://www.hamberleycarehomes.co.uk/care-homes/hindhead-place-care-home/?utm_source=gbp_Hindhead&utm_medium=organic&utm_campaign=gbp-listing&utm_content=Hindhead,General Wellness,,,https://uk.linkedin.com/company/hamberleycarehomes,"Portsmouth Rd, Hindhead GU26 6GL, UK",,,3,Care home services are typically not client-facing in a professional space like Unit 8.,wellness,01428 732057,5/5 (16 reviews),,,unit8,not_found,incomplete,,,,info@hamberleycarehomes.co.uk,,,,,,,,,,,,,,,,,,,,,,
Chloë Thorne PMU | AESTHETICS | LASER,https://www.chloethorne.co.uk/,Aesthetics/Beauty,,,,"4 London Rd, Hindhead GU26 6AF, UK",,,8,Suitable for client-facing aesthetic and wellness services in a professional space.,wellness,07377 542955,5/5 (123 reviews),,,unit8,website,missing_name,,,,hello@chloethorne.co.uk,,,,,,,,,,,,,,,,,,,,,,
Moorlands Lodge Care Home - Avery Collection,https://www.averyhealthcare.co.uk/care-homes/surrey/hindhead/moorlands-lodge/,"Looking for luxury care facilities for yourself or a loved one? Moorlands Lodge offers high-quality residential, nursing, dementia, and respite care. Discover more.",,,,"Portsmouth Rd, Hindhead GU26 6TJ, UK",,,1,"Care homes are not suitable for a small, client-facing professional space like Unit 8.",wellness,01428 746162,4.9/5 (27 reviews),,,unit8,companies_house,incomplete,,,false,info@averyhealthcare.co.uk,,grand.spectacular@averyhealthcare.co.uk | g.spectacular@averyhealthcare.co.uk | grand@averyhealthcare.co.uk | spectacular@averyhealthcare.co.uk | grand_spectacular@averyhealthcare.co.uk | grandspectacular@averyhealthcare.co.uk | grands@averyhealthcare.co.uk | gs@averyhealthcare.co.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Grand Opening Spectacular; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Hampshire & Surrey Psychology,http://www.hampshirepsychology.co.uk/,Mental Health,,,,"Beacon Hill, Hindhead GU26 6UG, UK",,,9,"Psychology practice requires a quiet, professional space for client consultations.",wellness,023 8166 1208,,,,unit8,website,missing_name,,,,hello@helloself.com,,,,,,,,,,,,,,,,,,,,,,
Crossways Counselling Service,https://crosswayscounselling.org.uk/wp/,Mental Health,,,,"Hindhead GU26 6YE, UK",,,9,"Counselling services fit well in a quiet, professional space for client-facing sessions.",wellness,07946 596337,,,,unit8,not_found,incomplete,,,,info@crosswayscounselling.org.uk,,,,,,,,,,,,,,,,,,,,,,
IFLY Aerial Fitness,https://www.iflyaerialfitness.co.uk/,fitness,,,,"Grayshott, Farnham, Hindhead GU26 6LT",,,5,"Aerial fitness may require more space for equipment and classes, but it is health-focused.",wellness,07584 669642,5/5 (1 reviews),,,unit8,not_found,incomplete,,,,info@iflyaerialfitness.co.uk,,,,,,,,,,,,,,,,,,,,,,
Diet Consultancy Services,http://www.dietconsultancyservices.co.uk/,Nutrition,,,,"4 Dragon St, Petersfield GU31 4JD, UK",,,6,"Business is health-focused and could benefit from a professional space, but may not require clinical facilities.",wellness,07971 945574,,,,unit8,website,missing_name,,,,info@dietconsultancyservices.co.uk,,,,,,,,,,,,,,,,,,,,,,
PhysioT Mobile Physiotherapy,http://www.physiot.co.uk/,Physiotherapy,,,https://www.linkedin.com/in/cecilebrocheret/,"43 Sidney Rd, Walton-on-Thames KT12 2LZ, UK",,,9,Requires clinical space for physiotherapy services,clinic-target,07813 919661,5/5 (7 reviews),,,unit8,not_found,incomplete,,,,info@physiot.co.uk,,,,,,,,,,,,,,,,,,,,,,
Fit and Able Physiotherapy,http://www.fitandable.co.uk/,Physiotherapy,,,,"Twyford, Reading RG10 9JA, UK",,,9,Physiotherapy requires a clinical space for client treatment.,clinic-target,07720 933192,4/5 (4 reviews),,,unit8,website,missing_name,,,,admin@fitandable.co.uk,,,,,,,,,,,,,,,,,,,,,,
The Campton Clinic,http://www.thecamptonclinic.com/,Physiotherapy,,,,"Campton, Shefford SG17 5BN, UK",,,9,Physiotherapy requires a clinical space for client treatment.,clinic-target,07919 903295,5/5 (30 reviews),,,unit8,website,missing_name,,,,info@thecamptonclinic.com,,,,,,,,,,,,,,,,,,,,,,
Balance & Bliss BodyTalk Holistic Health Clinic,http://www.balanceandbliss.uk/,General Wellness,,,,"31 South St, Epsom KT18 7PJ, UK",,,9,"Holistic health clinic fits well in a professional, quiet space for client-facing practices.",wellness,07771 344152,5/5 (1 reviews),,,unit8,website,missing_name,,,,info@balanceandbliss.uk,,,,,,,,,,,,,,,,,,,,,,
Bright Care Cranleigh,https://brightcare.co.uk/our-locations/england/cranleigh/,General Wellness,,,https://www.linkedin.com/company/bright-care-at-home-ltd/,"The Common, Cranleigh GU6 8RT, UK",,,7,"Wellness-focused business that may benefit from a professional space, but could be larger than Unit 8.",wellness,01483 617121,4.9/5 (20 reviews),,,unit8,website,missing_name,,,,info@brightcare.co.uk,,,,,,,,,,,,,,,,,,,,,,
Female Detox Therapy,http://femaledetoxtherapy.co.uk/,Massage Therapy,,,,"Purton Ln, Farnham Royal, Berkshire SL2 3LY",,,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,07853 007084,5/5 (2 reviews),,,unit8,website,missing_name,,,,info@femaledetoxtherapy.co.uk,,,,,,,,,,,,,,,,,,,,,,
